sample_index,set,cluster_id
2788,train,2
2753,train,0
319,train,2
4500,train,2
2663,train,2
4089,train,2
4169,train,2
4481,train,2
4385,train,-1
4200,train,2
3253,train,2
1143,train,2
397,train,-1
2131,train,2
4157,train,2
2823,train,0
4232,train,0
2678,train,2
1398,train,0
1659,train,2
3299,train,2
1096,train,0
3922,train,2
1741,train,0
1350,train,2
2517,train,0
979,train,2
283,train,2
1736,train,2
1298,train,2
2197,train,2
898,train,0
3885,train,2
3990,train,2
82,train,2
2118,train,2
2387,train,2
3631,train,2
613,train,2
4666,train,0
2220,train,2
2476,train,2
423,train,2
4270,train,2
1904,train,2
4464,train,2
4745,train,2
1869,train,2
1565,train,2
3258,train,2
4135,train,2
3720,train,2
839,train,2
500,train,2
611,train,0
141,train,2
549,train,2
557,train,0
887,train,2
1377,train,2
1626,train,2
3591,train,0
2837,train,2
218,train,2
2948,train,0
4381,train,2
1760,train,2
1138,train,2
209,train,2
3395,train,2
2471,train,2
1787,train,1
3789,train,2
3857,train,2
550,train,2
1424,train,2
4616,train,2
3339,train,1
4260,train,2
948,train,2
1652,train,0
2194,train,2
2083,train,2
532,train,-1
4393,train,2
3632,train,2
1829,train,0
2833,train,2
4346,train,2
3760,train,2
3071,train,2
1602,train,2
4504,train,2
639,train,2
4752,train,2
1782,train,2
967,train,2
0,train,2
4502,train,0
4543,train,2
4823,train,2
3413,train,0
4398,train,2
3164,train,2
155,train,2
247,train,2
2447,train,2
2755,train,2
1089,train,2
2576,train,2
4459,train,2
288,train,2
930,train,2
3333,train,2
2422,train,2
3274,train,2
2298,train,1
3196,train,2
942,train,2
3749,train,2
4585,train,2
1698,train,2
4631,train,0
4680,train,2
4072,train,2
2728,train,2
985,train,0
4814,train,0
2123,train,2
4233,train,2
4698,train,2
981,train,2
2420,train,2
4025,train,2
4494,train,2
2858,train,2
3425,train,2
4802,train,2
1457,train,2
1395,train,2
264,train,2
2859,train,2
929,train,2
3880,train,2
4855,train,2
246,train,0
4375,train,0
1758,train,2
4784,train,2
2727,train,1
923,train,2
4553,train,0
268,train,2
669,train,2
2655,train,2
1910,train,2
2897,train,2
1152,train,2
4753,train,2
4047,train,2
4172,train,2
4468,train,1
2107,train,2
2894,train,2
1915,train,0
612,train,2
2725,train,2
3428,train,2
1898,train,2
1649,train,2
3899,train,2
258,train,2
847,train,2
4182,train,2
1233,train,0
1127,train,2
1967,train,2
558,train,0
3793,train,2
484,train,2
1320,train,0
2575,train,2
7,train,2
3184,train,1
3098,train,0
1450,train,2
3867,train,2
1814,train,2
773,train,2
1011,train,-1
3603,train,2
2377,train,0
1991,train,2
4084,train,2
1783,train,2
3015,train,2
446,train,2
880,train,2
4387,train,2
781,train,2
1749,train,2
3289,train,0
4800,train,2
883,train,1
2305,train,2
1091,train,2
3699,train,2
531,train,0
3908,train,2
4713,train,2
3984,train,2
1727,train,2
610,train,2
570,train,2
2592,train,2
2940,train,2
343,train,2
4076,train,2
3048,train,2
434,train,2
1903,train,2
3819,train,2
3731,train,2
2069,train,0
1537,train,2
2186,train,2
2276,train,2
1517,train,0
965,train,0
4334,train,2
528,train,2
176,train,2
3380,train,2
3372,train,2
4228,train,2
572,train,0
2231,train,2
3406,train,2
2388,train,2
3119,train,2
2505,train,2
4528,train,2
4053,train,2
383,train,0
852,train,2
1880,train,2
370,train,2
4845,train,0
4254,train,2
1105,train,0
2495,train,2
3834,train,2
1336,train,2
2189,train,0
4520,train,0
2845,train,2
2846,train,0
4768,train,2
1171,train,2
3832,train,2
2615,train,2
1422,train,2
3402,train,2
2572,train,2
1464,train,2
874,train,2
2254,train,0
4271,train,2
1251,train,0
2348,train,2
840,train,2
4773,train,2
581,train,2
204,train,2
1641,train,2
2014,train,2
905,train,2
631,train,2
4602,train,-1
1974,train,0
162,train,2
3081,train,2
3220,train,2
4423,train,2
617,train,2
4574,train,2
1431,train,2
547,train,2
3238,train,2
4472,train,2
4155,train,2
2316,train,2
2586,train,0
2406,train,2
3949,train,2
1861,train,2
640,train,2
2899,train,2
637,train,2
3494,train,0
4126,train,2
2096,train,2
2647,train,2
3790,train,2
3571,train,2
2758,train,2
921,train,2
546,train,2
3563,train,2
4069,train,0
2028,train,2
1885,train,0
1642,train,2
3407,train,2
4729,train,2
2097,train,2
4287,train,2
3460,train,0
4422,train,2
4882,train,2
836,train,2
601,train,2
2184,train,2
3755,train,2
2409,train,2
4238,train,2
1582,train,2
4197,train,2
2459,train,2
4082,train,2
1070,train,2
1775,train,2
4728,train,0
1283,train,2
2962,train,2
4675,train,2
1836,train,2
4075,train,2
1019,train,2
3114,train,2
1326,train,2
475,train,2
3347,train,2
1651,train,2
4835,train,2
4216,train,2
3096,train,2
2405,train,2
4621,train,2
1373,train,0
739,train,2
3515,train,2
2369,train,2
867,train,2
1140,train,2
997,train,1
1337,train,2
541,train,2
1099,train,2
1132,train,2
3948,train,2
3179,train,2
2258,train,2
3968,train,2
59,train,2
4751,train,-1
1938,train,2
2686,train,2
4851,train,2
1078,train,2
2834,train,2
3036,train,0
940,train,0
1080,train,2
187,train,0
2555,train,2
2085,train,0
2249,train,0
4809,train,2
2023,train,0
2603,train,2
3933,train,0
3503,train,2
226,train,2
3209,train,2
1929,train,2
4478,train,2
4417,train,2
1404,train,2
2179,train,2
697,train,2
1124,train,2
4112,train,2
2835,train,2
1778,train,2
2775,train,2
1037,train,0
4505,train,0
2256,train,2
313,train,2
2281,train,2
1416,train,2
1036,train,0
2159,train,0
4095,train,0
1754,train,0
3022,train,2
4021,train,0
3382,train,2
3116,train,2
3249,train,2
4371,train,0
1506,train,2
1923,train,2
448,train,2
2372,train,2
4605,train,1
4884,train,2
2488,train,2
361,train,2
2183,train,2
1134,train,2
4589,train,2
2155,train,2
1830,train,2
1053,train,2
22,train,2
2066,train,2
1653,train,0
2510,train,2
3568,train,0
2714,train,2
3921,train,2
2325,train,2
460,train,0
1067,train,2
87,train,2
3996,train,2
4833,train,2
282,train,0
462,train,2
212,train,2
4828,train,2
1368,train,2
234,train,2
2688,train,2
597,train,2
4348,train,2
2250,train,2
3916,train,2
2283,train,2
662,train,2
4878,train,2
2285,train,0
4639,train,2
3102,train,2
3018,train,2
3331,train,2
779,train,2
4302,train,2
4043,train,2
3192,train,2
3105,train,2
4755,train,2
685,train,2
3078,train,2
4374,train,2
2171,train,1
2588,train,2
1850,train,-1
487,train,0
1688,train,2
2230,train,2
3169,train,2
2320,train,0
782,train,0
521,train,2
522,train,2
2754,train,2
4813,train,2
2398,train,2
2207,train,2
3905,train,2
3450,train,2
3718,train,2
4209,train,2
1511,train,0
1882,train,2
651,train,2
4370,train,2
3000,train,2
369,train,2
4432,train,2
118,train,2
3844,train,0
3586,train,2
2216,train,2
4391,train,0
1613,train,2
2906,train,2
962,train,2
4274,train,2
2951,train,2
3344,train,0
2944,train,2
2415,train,2
4577,train,0
4168,train,2
2185,train,2
3109,train,0
2037,train,1
4192,train,2
772,train,2
1284,train,2
4764,train,2
1414,train,2
1234,train,0
2619,train,2
435,train,2
1674,train,2
365,train,2
2570,train,2
231,train,2
4198,train,2
3926,train,0
4327,train,2
407,train,2
2090,train,2
86,train,2
844,train,2
1031,train,2
2552,train,2
4519,train,2
3137,train,2
855,train,2
78,train,2
2247,train,2
4669,train,2
3553,train,0
2829,train,2
3997,train,2
2279,train,2
2520,train,2
4703,train,2
3759,train,2
4628,train,2
2176,train,2
424,train,-1
392,train,2
4649,train,1
3848,train,2
104,train,2
4538,train,2
4769,train,0
1948,train,0
1459,train,2
3162,train,2
4908,train,2
4130,train,-1
4710,train,2
1587,train,2
4880,train,2
1731,train,0
3607,train,2
3576,train,2
1791,train,0
2355,train,0
1940,train,2
702,train,2
2442,train,2
4817,train,0
496,train,2
464,train,2
2751,train,2
4264,train,2
172,train,2
2985,train,2
4716,train,0
3167,train,2
3381,train,0
2260,train,2
2112,train,2
900,train,2
1446,train,2
3471,train,2
741,train,2
2293,train,2
2452,train,2
2543,train,2
3961,train,2
1206,train,2
509,train,2
2817,train,2
3362,train,2
3411,train,2
1549,train,0
3172,train,2
2202,train,2
2600,train,0
2044,train,2
767,train,2
4791,train,2
3630,train,-1
421,train,2
123,train,2
4094,train,0
3891,train,2
819,train,2
1403,train,2
1382,train,0
2148,train,0
1575,train,0
1638,train,2
1795,train,0
4735,train,2
399,train,0
2310,train,2
882,train,2
4888,train,0
4304,train,2
1352,train,2
2662,train,0
4476,train,2
2130,train,2
982,train,2
456,train,0
3429,train,2
1079,train,2
1950,train,2
4245,train,0
689,train,0
2429,train,-1
641,train,2
2392,train,0
1953,train,2
3702,train,2
2757,train,2
3334,train,2
3240,train,2
4688,train,2
2847,train,2
1884,train,2
389,train,2
2494,train,2
3027,train,2
3366,train,-1
845,train,2
542,train,0
91,train,2
3778,train,2
1979,train,2
3830,train,2
3965,train,2
2819,train,2
2529,train,2
1676,train,2
1048,train,2
1960,train,2
2530,train,-1
2699,train,2
237,train,0
4654,train,2
3386,train,2
1133,train,2
1805,train,2
4054,train,2
163,train,2
3496,train,2
4632,train,0
3247,train,2
3352,train,0
4704,train,2
4020,train,2
3827,train,2
1811,train,2
3409,train,2
1428,train,2
4747,train,2
2925,train,0
3423,train,2
4388,train,2
4572,train,2
4761,train,0
1452,train,2
593,train,2
41,train,2
560,train,2
3985,train,2
3726,train,0
243,train,2
1339,train,2
2697,train,2
2873,train,0
3690,train,2
1442,train,2
261,train,1
3437,train,2
1689,train,2
1725,train,2
3945,train,2
834,train,0
1866,train,2
2496,train,2
2010,train,2
340,train,2
2900,train,2
1601,train,2
2915,train,2
4617,train,0
480,train,2
2742,train,2
3788,train,2
3295,train,2
4561,train,2
4088,train,2
4311,train,2
1766,train,0
4401,train,2
2453,train,2
2794,train,2
3706,train,2
3902,train,0
4600,train,0
3574,train,2
1271,train,2
2989,train,2
4429,train,2
3678,train,0
347,train,2
3770,train,2
4547,train,2
2562,train,2
4516,train,2
1423,train,2
656,train,2
2102,train,2
632,train,2
2493,train,0
2665,train,2
3123,train,2
3559,train,2
3551,train,2
3006,train,2
3491,train,0
2500,train,2
1465,train,2
2750,train,2
115,train,2
1821,train,2
1494,train,2
2401,train,2
1232,train,2
2661,train,0
2789,train,2
1153,train,2
3738,train,2
57,train,2
3296,train,0
4219,train,2
4860,train,2
1735,train,2
2196,train,2
3523,train,2
2475,train,2
2564,train,2
3883,train,2
3919,train,2
3552,train,2
707,train,2
4211,train,2
1093,train,2
3459,train,2
1376,train,2
4831,train,0
72,train,2
1922,train,2
3082,train,0
1764,train,2
743,train,2
3264,train,2
1005,train,2
2668,train,2
1190,train,2
4824,train,2
2601,train,2
1125,train,-1
1241,train,2
4244,train,2
4034,train,0
3341,train,2
998,train,2
4237,train,2
2684,train,2
1577,train,2
4711,train,2
1826,train,0
3197,train,2
4904,train,2
3434,train,2
440,train,2
4866,train,2
1100,train,2
3896,train,0
2970,train,2
649,train,-1
1546,train,2
4660,train,0
3458,train,0
3095,train,2
3633,train,2
630,train,2
672,train,2
1249,train,0
482,train,2
1584,train,2
2986,train,2
4846,train,0
4603,train,2
1462,train,2
3817,train,2
3518,train,2
2578,train,2
3692,train,0
49,train,2
4220,train,2
2968,train,0
858,train,0
1072,train,2
719,train,0
3066,train,2
2631,train,0
4792,train,2
1660,train,0
1656,train,2
2425,train,2
3422,train,2
4161,train,2
4889,train,2
3214,train,2
4404,train,2
3210,train,2
4673,train,2
4030,train,2
2606,train,-1
1385,train,2
3725,train,2
1399,train,2
1195,train,2
1408,train,2
3878,train,2
1798,train,2
1475,train,0
4581,train,2
35,train,2
3439,train,2
2345,train,0
4229,train,0
2359,train,2
2206,train,2
3658,train,2
1286,train,0
349,train,2
2137,train,2
2691,train,2
4758,train,2
3034,train,2
1681,train,0
3907,train,2
1443,train,2
3150,train,2
1671,train,2
3712,train,0
1179,train,2
2798,train,2
1692,train,2
4766,train,2
372,train,2
3973,train,2
1916,train,2
1357,train,2
1825,train,2
786,train,2
469,train,0
140,train,2
788,train,2
323,train,2
4003,train,2
714,train,2
4416,train,1
2446,train,0
4733,train,2
4347,train,2
4521,train,0
2927,train,2
2666,train,2
406,train,2
3262,train,2
1004,train,2
2917,train,2
890,train,2
2411,train,0
2545,train,2
3881,train,2
2390,train,2
3828,train,2
42,train,2
2830,train,2
3901,train,0
303,train,2
4441,train,2
3638,train,2
664,train,2
1177,train,2
2676,train,2
1947,train,0
2501,train,2
1473,train,2
3418,train,2
2132,train,1
1026,train,2
961,train,2
2009,train,2
2149,train,0
3227,train,2
2338,train,2
4681,train,-1
304,train,2
1440,train,2
1496,train,2
2652,train,2
916,train,2
4114,train,2
3615,train,2
2772,train,0
1624,train,2
3727,train,2
821,train,2
4039,train,0
1354,train,0
4425,train,0
850,train,2
1000,train,1
3279,train,0
18,train,2
1637,train,2
1667,train,2
493,train,0
4016,train,2
3621,train,2
4663,train,0
3535,train,2
3379,train,2
687,train,2
3623,train,2
1608,train,0
3967,train,0
3303,train,0
1009,train,2
2408,train,1
1092,train,2
1327,train,2
1677,train,2
1999,train,2
1310,train,0
3163,train,2
1987,train,2
3545,train,2
344,train,2
4012,train,2
986,train,0
3741,train,2
3698,train,0
4243,train,2
3888,train,1
3002,train,2
2942,train,0
1142,train,2
2358,train,2
1198,train,2
85,train,2
1518,train,2
4475,train,2
1381,train,2
2716,train,2
4676,train,2
1014,train,1
128,train,2
1364,train,2
3520,train,2
3787,train,2
891,train,2
2793,train,2
4140,train,1
1359,train,2
307,train,2
1661,train,0
2431,train,2
3822,train,2
1317,train,2
4234,train,2
2474,train,0
2542,train,0
1246,train,2
1208,train,2
216,train,2
4223,train,2
2974,train,2
1239,train,2
2289,train,2
2740,train,0
275,train,2
489,train,0
1035,train,0
1229,train,2
4511,train,2
1008,train,2
3941,train,0
4283,train,2
3091,train,2
2532,train,0
4101,train,-1
1058,train,2
2166,train,2
3276,train,2
281,train,2
3463,train,2
1316,train,2
4893,train,2
968,train,-1
3035,train,2
3808,train,2
3075,train,2
4694,train,0
619,train,2
4415,train,0
1742,train,2
1390,train,2
3934,train,2
1847,train,2
1579,train,2
1655,train,2
2352,train,2
2212,train,2
2020,train,2
4887,train,2
1956,train,0
1307,train,0
2003,train,2
4383,train,0
575,train,0
3972,train,2
4407,train,2
1706,train,0
3634,train,2
4712,train,2
1280,train,2
861,train,2
4058,train,2
1801,train,0
1628,train,2
1993,train,2
2639,train,2
269,train,2
629,train,2
2334,train,2
2966,train,0
300,train,2
459,train,2
1447,train,2
1472,train,2
2046,train,2
4160,train,2
3655,train,2
2113,train,0
27,train,2
3729,train,2
4450,train,2
837,train,2
3716,train,2
2008,train,2
4825,train,0
503,train,2
4819,train,2
4235,train,2
380,train,2
1851,train,2
1525,train,2
2365,train,2
4340,train,2
2884,train,2
2340,train,2
374,train,0
3165,train,0
2381,train,2
4240,train,2
939,train,2
3740,train,2
4754,train,2
2799,train,0
2147,train,2
3708,train,0
4466,train,2
4148,train,2
2068,train,2
529,train,2
3622,train,2
636,train,2
1269,train,2
185,train,2
4403,train,2
4515,train,2
3353,train,2
1797,train,2
2979,train,0
1441,train,2
3326,train,2
4793,train,2
1535,train,0
4847,train,2
1273,train,2
3989,train,2
607,train,2
3288,train,2
1712,train,2
2199,train,2
955,train,0
2579,train,0
3785,train,2
4353,train,2
3282,train,2
3580,train,2
403,train,0
2071,train,2
4677,train,2
1977,train,0
158,train,2
1748,train,2
2909,train,2
3928,train,0
902,train,2
352,train,0
1230,train,2
4593,train,2
2140,train,2
444,train,0
4863,train,2
754,train,2
1737,train,2
2971,train,2
4894,train,2
2920,train,2
311,train,2
548,train,2
3936,train,2
4683,train,1
1989,train,2
306,train,2
2335,train,2
694,train,2
2356,train,0
1927,train,2
684,train,2
749,train,2
3153,train,2
1266,train,2
3801,train,2
3427,train,2
4351,train,2
3871,train,2
3083,train,2
3061,train,2
3025,train,2
970,train,2
13,train,1
873,train,2
808,train,2
514,train,0
4400,train,0
409,train,2
3308,train,0
4273,train,2
207,train,2
3131,train,2
458,train,0
3370,train,2
2430,train,2
3554,train,0
110,train,0
4372,train,2
3929,train,2
1883,train,2
1713,train,2
3845,train,2
4470,train,2
552,train,2
1439,train,2
2270,train,2
2821,train,2
4702,train,2
1925,train,2
634,train,2
4725,train,0
316,train,2
4149,train,2
4622,train,2
1328,train,2
427,train,0
3277,train,2
105,train,2
3041,train,0
142,train,0
2169,train,0
3252,train,2
89,train,2
2918,train,0
2241,train,2
3312,train,2
2163,train,2
2636,train,0
1949,train,0
1768,train,0
3188,train,2
2272,train,0
1,train,0
3187,train,2
4872,train,2
1951,train,0
4300,train,2
4227,train,2
2720,train,2
3384,train,2
1109,train,2
3484,train,0
591,train,2
1695,train,2
3349,train,2
2936,train,2
4356,train,2
3311,train,2
1576,train,2
3842,train,2
213,train,2
778,train,2
1415,train,2
3650,train,2
2043,train,2
2848,train,2
4463,train,2
3403,train,1
3704,train,2
1567,train,2
165,train,2
4637,train,2
3481,train,2
4842,train,2
1343,train,2
2013,train,2
273,train,2
71,train,0
3776,train,0
1087,train,0
394,train,2
583,train,2
1367,train,0
4902,train,2
3971,train,2
2548,train,-1
4004,train,2
4816,train,2
3003,train,2
4709,train,2
3886,train,2
3528,train,2
1763,train,0
1875,train,0
1259,train,2
4457,train,2
2253,train,2
2781,train,1
526,train,2
3320,train,2
2946,train,2
377,train,2
1559,train,2
3711,train,2
1963,train,2
4655,train,2
348,train,0
2434,train,2
2246,train,2
4098,train,2
1709,train,0
1050,train,2
590,train,2
519,train,2
4421,train,2
4026,train,0
2477,train,2
1083,train,2
3485,train,2
4699,train,0
4437,train,0
1294,train,2
1809,train,2
791,train,2
792,train,0
4009,train,2
1855,train,2
4679,train,2
1980,train,2
3233,train,0
3796,train,2
3286,train,-1
1530,train,2
1410,train,0
4225,train,2
4571,train,2
83,train,2
868,train,2
2350,train,2
20,train,2
3323,train,2
2795,train,1
4498,train,2
1562,train,2
3093,train,2
3155,train,2
973,train,0
1710,train,2
3201,train,2
3868,train,2
4739,train,0
1098,train,2
4093,train,2
2844,train,0
886,train,0
3573,train,2
4506,train,2
3464,train,2
4329,train,2
515,train,2
737,train,2
1453,train,2
3858,train,2
4623,train,2
2506,train,0
2994,train,2
2126,train,2
2926,train,2
4668,train,0
906,train,2
3544,train,2
1030,train,2
2507,train,2
2428,train,2
947,train,0
3697,train,2
3951,train,0
715,train,2
3939,train,2
686,train,2
703,train,2
2353,train,2
2257,train,2
4006,train,2
473,train,0
21,train,2
2752,train,2
885,train,2
2448,train,2
917,train,2
3648,train,2
3642,train,2
2239,train,0
3734,train,0
1265,train,0
483,train,2
4405,train,2
2963,train,2
1219,train,2
277,train,2
988,train,2
2084,train,0
1245,train,2
2382,train,2
571,train,0
1435,train,0
993,train,2
3351,train,2
3346,train,2
585,train,2
3555,train,2
2514,train,2
1349,train,0
1007,train,2
674,train,2
2412,train,2
2903,train,2
447,train,2
3371,train,2
3649,train,2
4116,train,-1
359,train,2
2064,train,0
4377,train,2
4336,train,0
1690,train,2
4257,train,0
1548,train,0
1247,train,2
1985,train,2
294,train,2
1547,train,2
2012,train,2
588,train,2
3329,train,2
2403,train,2
2129,train,0
4316,train,2
2410,train,2
2719,train,2
425,train,2
2582,train,0
1054,train,2
3853,train,2
4808,train,2
556,train,0
4288,train,2
3826,train,0
4635,train,0
2469,train,2
4633,train,-1
4104,train,2
1193,train,2
1716,train,2
2604,train,2
4108,train,0
2828,train,2
1704,train,2
2863,train,2
2618,train,0
2400,train,2
2139,train,2
3239,train,2
2383,train,0
3218,train,2
4325,train,2
1285,train,2
4779,train,2
4529,train,2
4396,train,2
2087,train,2
1889,train,2
3404,train,2
1591,train,2
1346,train,2
4359,train,2
2162,train,2
2396,train,2
3540,train,2
2271,train,2
4418,train,2
3111,train,-1
1137,train,2
3783,train,-1
972,train,2
795,train,2
3020,train,2
1711,train,2
3387,train,0
36,train,0
453,train,2
913,train,2
3964,train,0
1199,train,2
1274,train,2
2375,train,2
37,train,2
974,train,2
3195,train,2
983,train,2
3792,train,0
3953,train,2
1418,train,2
4062,train,2
1560,train,2
39,train,0
1486,train,2
4913,train,2
169,train,2
1355,train,0
2785,train,0
3529,train,2
4670,train,2
4879,train,2
2682,train,2
4627,train,2
3911,train,2
1640,train,0
1290,train,2
1380,train,2
1933,train,0
579,train,2
4152,train,2
3160,train,0
2030,train,2
892,train,2
3839,train,2
780,train,2
159,train,2
2,train,0
4068,train,2
3216,train,2
2109,train,2
849,train,-1
2737,train,2
2466,train,2
3721,train,2
1596,train,0
1776,train,2
1913,train,2
1043,train,0
4852,train,1
1544,train,2
2736,train,0
3956,train,0
4541,train,2
53,train,2
1796,train,0
1911,train,2
2306,train,2
2553,train,2
2800,train,2
4503,train,2
4031,train,0
824,train,2
4656,train,2
3178,train,2
3401,train,0
1389,train,2
4795,train,0
884,train,2
4759,train,0
1607,train,2
1594,train,2
771,train,2
2611,train,0
4278,train,2
2273,train,0
1868,train,0
1085,train,2
4044,train,2
3508,train,2
1325,train,2
3390,train,2
1463,train,2
806,train,2
4386,train,2
3872,train,2
3662,train,2
2108,train,2
4167,train,2
4871,train,0
2234,train,2
3211,train,2
963,train,2
3415,train,0
4247,train,2
398,train,2
2632,train,2
4771,train,2
2996,train,2
704,train,0
431,train,2
292,train,2
4786,train,1
145,train,0
4059,train,2
2033,train,2
4279,train,2
1165,train,0
3500,train,0
