sample_index,set,cluster_id
7142,train,2
1806,train,2
6981,train,1
7293,train,2
3605,train,4
230,train,4
5349,train,4
2097,train,2
6004,train,1
435,train,4
4704,train,4
7968,train,4
3495,train,4
911,train,4
5526,train,2
4600,train,4
7445,train,2
4135,train,2
2181,train,2
3855,train,2
7879,train,2
3393,train,4
3508,train,4
4797,train,4
7044,train,3
703,train,1
276,train,4
2193,train,4
4459,train,4
2218,train,2
5528,train,4
4406,train,4
5374,train,2
2031,train,2
7177,train,2
39,train,4
7871,train,2
3146,train,4
3576,train,4
4602,train,4
1353,train,2
4035,train,4
803,train,4
4908,train,2
889,train,4
2053,train,4
171,train,4
5864,train,4
6961,train,3
6251,train,1
4020,train,4
548,train,2
3409,train,2
3354,train,4
6957,train,3
1062,train,4
3312,train,4
6213,train,4
1682,train,4
1046,train,2
2606,train,2
7253,train,4
3999,train,4
7350,train,2
6744,train,2
6856,train,4
7035,train,4
3751,train,4
8053,train,3
3825,train,2
5750,train,4
7635,train,2
4340,train,-1
5005,train,4
8018,train,4
2703,train,2
3320,train,4
2946,train,2
1824,train,4
4923,train,4
1538,train,4
6222,train,2
4845,train,4
6337,train,4
4912,train,4
4731,train,4
250,train,2
1727,train,2
6184,train,4
1333,train,4
3431,train,2
7774,train,3
4009,train,2
796,train,2
1563,train,1
7180,train,2
4794,train,4
3664,train,2
6273,train,2
6655,train,2
3215,train,4
3571,train,4
2711,train,4
4694,train,4
526,train,2
1545,train,4
1020,train,4
1024,train,2
8095,train,4
5962,train,2
4021,train,4
7043,train,3
681,train,2
6877,train,3
3596,train,4
5073,train,2
7075,train,2
7481,train,3
2870,train,2
1261,train,-1
6848,train,4
3714,train,4
7432,train,4
7816,train,4
3708,train,4
245,train,4
4770,train,2
4353,train,4
329,train,4
6970,train,4
3058,train,4
1635,train,2
2671,train,1
6476,train,-1
1858,train,2
1827,train,4
892,train,4
4238,train,4
648,train,2
4070,train,4
4983,train,4
4164,train,4
4351,train,2
2594,train,2
4126,train,2
710,train,1
7447,train,4
4477,train,2
6462,train,2
6517,train,4
7828,train,2
4791,train,4
2617,train,4
5509,train,2
1526,train,2
2434,train,2
5934,train,4
2874,train,4
7678,train,2
6787,train,2
969,train,4
2688,train,4
2339,train,4
3868,train,4
834,train,2
3190,train,4
2369,train,4
708,train,4
3493,train,2
537,train,2
5761,train,2
8063,train,-1
4896,train,4
7890,train,4
2862,train,2
782,train,2
7400,train,3
3129,train,2
6601,train,4
3758,train,4
6190,train,3
8060,train,1
5341,train,2
1648,train,4
6799,train,4
5577,train,4
169,train,4
6628,train,4
4587,train,4
8050,train,4
5658,train,4
3748,train,4
6589,train,4
1675,train,4
6863,train,3
156,train,4
1826,train,2
385,train,2
6374,train,4
8007,train,3
1579,train,4
6745,train,4
4190,train,4
4421,train,4
6041,train,4
436,train,4
3603,train,2
1994,train,4
5997,train,2
7514,train,2
3001,train,4
6242,train,4
3755,train,2
7202,train,4
809,train,4
750,train,2
2205,train,2
7660,train,4
369,train,4
214,train,4
6389,train,2
7713,train,2
6582,train,4
4205,train,0
1082,train,4
6993,train,3
4848,train,4
3346,train,4
4670,train,4
4878,train,4
5419,train,4
4683,train,2
3408,train,4
7726,train,3
3009,train,2
5249,train,4
3296,train,2
3631,train,4
7294,train,2
5310,train,4
5270,train,2
6540,train,4
4471,train,2
1366,train,4
5674,train,2
4055,train,4
7273,train,2
1927,train,4
895,train,4
6144,train,4
7640,train,4
6944,train,2
4737,train,2
8066,train,2
2341,train,4
5259,train,4
4688,train,2
407,train,4
2004,train,4
7971,train,3
1746,train,2
2749,train,2
3535,train,2
4005,train,2
6017,train,4
1276,train,2
3060,train,2
1447,train,2
7555,train,2
6677,train,4
3344,train,4
3650,train,4
5820,train,4
2301,train,4
1003,train,4
6197,train,4
1154,train,2
4040,train,2
4259,train,4
7667,train,4
1898,train,4
3778,train,4
7571,train,4
1016,train,4
5304,train,4
1516,train,4
7891,train,4
3285,train,4
3142,train,4
5345,train,2
5756,train,4
4632,train,2
6680,train,2
805,train,2
253,train,4
6003,train,2
4460,train,0
2352,train,2
1604,train,4
2663,train,4
2628,train,4
203,train,2
7563,train,0
2985,train,4
3112,train,2
3419,train,4
2433,train,2
7801,train,-1
6554,train,3
7511,train,4
2127,train,4
7723,train,4
6356,train,2
2877,train,2
6905,train,2
4168,train,2
2574,train,4
5488,train,4
7151,train,3
5877,train,4
6652,train,2
1899,train,4
875,train,4
5051,train,4
6406,train,4
7797,train,4
6153,train,2
6701,train,2
734,train,4
1243,train,4
4299,train,2
5330,train,4
3732,train,4
2829,train,2
5732,train,4
1953,train,4
554,train,4
8107,train,4
1285,train,4
7320,train,4
4011,train,2
7725,train,3
7270,train,2
3607,train,4
6458,train,2
6748,train,4
6543,train,4
5925,train,4
4833,train,4
4155,train,-1
5579,train,4
1651,train,4
1066,train,4
4648,train,2
180,train,4
5235,train,4
5543,train,4
5267,train,4
4373,train,4
3779,train,2
2284,train,2
5850,train,0
2126,train,4
5824,train,2
4171,train,4
4917,train,0
4251,train,2
4718,train,4
5405,train,4
6885,train,0
7010,train,4
2022,train,2
6156,train,4
3747,train,2
7331,train,3
1744,train,2
2774,train,4
4482,train,2
446,train,4
3839,train,2
5069,train,4
2192,train,-1
5686,train,2
3439,train,4
5950,train,4
323,train,4
6287,train,1
6516,train,2
486,train,2
4808,train,2
5140,train,2
4595,train,4
5212,train,4
3414,train,2
5632,train,0
3453,train,2
4376,train,4
6447,train,3
1805,train,4
4468,train,4
6557,train,2
6561,train,2
3231,train,2
6437,train,2
7590,train,2
4036,train,4
6832,train,2
6255,train,4
6099,train,2
3589,train,4
2098,train,2
6879,train,4
2818,train,2
7424,train,4
3863,train,4
4356,train,2
2262,train,0
4065,train,2
2760,train,4
1149,train,2
1315,train,4
82,train,2
1092,train,4
5214,train,2
4221,train,4
5826,train,2
459,train,2
2552,train,2
6501,train,2
5459,train,1
2744,train,4
509,train,4
6084,train,1
3217,train,4
3284,train,0
5789,train,2
1634,train,4
3575,train,2
3838,train,2
664,train,4
3040,train,4
7575,train,2
934,train,0
5563,train,2
7394,train,4
4381,train,2
7335,train,4
3367,train,2
6929,train,3
4592,train,4
5452,train,4
5727,train,4
6812,train,2
2415,train,4
4422,train,4
6997,train,4
4443,train,4
676,train,2
5532,train,2
7348,train,2
7262,train,-1
2709,train,4
7422,train,3
1228,train,4
4611,train,4
7945,train,3
4758,train,2
5142,train,2
2785,train,4
4153,train,2
238,train,2
7993,train,4
2835,train,4
2337,train,2
4131,train,2
2220,train,2
8084,train,2
112,train,0
6304,train,3
8024,train,4
3302,train,4
7938,train,4
4542,train,4
5241,train,4
1372,train,2
2106,train,2
5088,train,2
2620,train,4
137,train,2
3674,train,4
7316,train,4
3361,train,2
1451,train,4
4143,train,4
1944,train,2
2275,train,4
2177,train,4
2347,train,4
4102,train,4
4941,train,4
1932,train,4
2989,train,4
7755,train,4
3490,train,2
7675,train,2
8097,train,3
5056,train,4
843,train,2
2124,train,4
4395,train,4
1258,train,4
2930,train,4
5546,train,2
4578,train,4
1224,train,4
1305,train,4
2366,train,2
937,train,4
3003,train,4
7358,train,2
2780,train,4
5619,train,2
5195,train,4
102,train,2
6306,train,2
4394,train,4
1681,train,4
2063,train,4
1396,train,4
3161,train,4
3150,train,4
5042,train,4
6151,train,4
8068,train,2
4761,train,4
6937,train,3
7703,train,2
2634,train,4
5472,train,-1
2657,train,4
2283,train,4
2676,train,4
8051,train,4
3429,train,2
2800,train,4
4612,train,2
7869,train,4
5060,train,2
4569,train,4
5377,train,2
2438,train,4
680,train,2
6179,train,4
4495,train,4
3202,train,2
2746,train,0
4655,train,4
3180,train,4
2258,train,-1
6010,train,2
6800,train,4
5174,train,2
3658,train,4
2589,train,4
3489,train,2
1556,train,4
904,train,4
282,train,-1
1561,train,4
637,train,4
5870,train,4
1384,train,4
6971,train,2
7798,train,2
6742,train,2
7276,train,2
4638,train,4
781,train,2
7023,train,2
1943,train,4
1730,train,2
4931,train,2
5633,train,4
6493,train,0
4763,train,4
587,train,2
7036,train,2
5355,train,4
1290,train,4
2254,train,4
3722,train,0
8015,train,3
4072,train,4
6354,train,4
1856,train,2
3837,train,4
4103,train,4
7840,train,4
7446,train,4
588,train,2
7238,train,2
2837,train,2
1774,train,4
6046,train,4
6855,train,3
3085,train,2
5476,train,4
1607,train,4
6966,train,4
2578,train,2
6986,train,4
7077,train,4
1935,train,4
33,train,4
3111,train,4
3174,train,4
958,train,4
5889,train,4
7289,train,1
1338,train,1
6664,train,3
3051,train,4
5829,train,4
7305,train,3
1952,train,2
7336,train,4
2522,train,4
3196,train,4
3822,train,4
2482,train,2
3799,train,4
5233,train,2
670,train,2
5885,train,2
1910,train,4
6546,train,3
7606,train,0
5714,train,2
4441,train,4
2204,train,2
2286,train,4
167,train,2
2879,train,4
6649,train,2
2627,train,4
5365,train,2
1959,train,4
262,train,4
2600,train,2
5199,train,4
4885,train,4
1731,train,4
6116,train,2
2591,train,4
595,train,2
3163,train,4
6568,train,2
2500,train,4
7752,train,4
6231,train,2
2303,train,4
6975,train,3
7341,train,3
5113,train,4
2345,train,4
4358,train,2
536,train,4
950,train,4
6815,train,4
2333,train,4
7146,train,4
6719,train,2
5012,train,4
7724,train,4
2039,train,4
4134,train,2
546,train,4
5097,train,4
2497,train,2
1869,train,4
5595,train,4
4913,train,4
5037,train,2
1203,train,4
6020,train,1
3313,train,4
7073,train,2
5769,train,-1
3532,train,4
2991,train,4
3149,train,2
4223,train,4
3856,train,4
3740,train,2
2479,train,4
3827,train,4
1118,train,2
3255,train,4
7958,train,-1
7895,train,4
6393,train,4
1684,train,4
3433,train,4
3089,train,2
3811,train,2
521,train,2
1223,train,2
581,train,1
888,train,4
2751,train,4
2797,train,2
3899,train,4
7817,train,4
6421,train,2
4037,train,4
6368,train,2
7208,train,2
7473,train,2
5467,train,4
3836,train,2
7960,train,4
981,train,2
4599,train,2
7562,train,2
733,train,4
6085,train,2
2894,train,2
7794,train,2
4462,train,2
727,train,2
4680,train,2
6360,train,3
1817,train,4
5491,train,4
7299,train,4
4101,train,4
6567,train,1
3948,train,4
1037,train,4
5336,train,4
1236,train,4
2411,train,2
357,train,2
5457,train,2
5996,train,2
8039,train,3
3426,train,4
2743,train,2
2910,train,4
2420,train,2
1179,train,4
3264,train,2
4195,train,4
1846,train,4
7058,train,4
7039,train,4
768,train,4
3957,train,2
7246,train,3
3777,train,4
315,train,4
3329,train,4
5055,train,4
1750,train,4
687,train,4
2334,train,2
7497,train,3
4084,train,4
857,train,2
8030,train,2
1482,train,2
3307,train,2
8077,train,2
609,train,2
1077,train,4
5771,train,4
6268,train,2
591,train,2
4455,train,2
1351,train,4
4497,train,4
3683,train,4
6633,train,3
1464,train,4
6063,train,2
2405,train,4
4727,train,4
6256,train,2
5690,train,2
1872,train,2
23,train,4
1700,train,2
1588,train,2
1012,train,2
6921,train,2
787,train,2
5537,train,2
6471,train,4
401,train,4
4628,train,4
882,train,2
5660,train,-1
5263,train,4
7366,train,2
5354,train,4
5763,train,4
3606,train,2
3267,train,1
5659,train,-1
4880,train,4
1081,train,2
2739,train,2
4319,train,4
7743,train,4
3678,train,4
1233,train,4
7782,train,0
618,train,2
6127,train,4
7591,train,4
2525,train,2
813,train,4
4844,train,4
216,train,4
284,train,4
4142,train,4
5933,train,4
6793,train,2
4278,train,2
4893,train,4
4130,train,2
3725,train,4
7744,train,2
4324,train,4
2,train,4
4722,train,2
8042,train,4
3727,train,4
5843,train,4
6325,train,3
4989,train,4
2145,train,4
5129,train,2
1147,train,2
3227,train,2
4892,train,2
2986,train,4
7439,train,-1
409,train,4
1537,train,2
6201,train,4
7355,train,4
3896,train,4
7109,train,3
5017,train,2
5450,train,4
2969,train,2
6534,train,2
7632,train,4
6043,train,2
7990,train,2
2559,train,4
3847,train,4
527,train,4
136,train,2
2095,train,4
753,train,2
1132,train,4
2605,train,2
8093,train,3
5833,train,4
5871,train,4
7753,train,2
5711,train,4
5949,train,4
3360,train,2
6508,train,1
2394,train,2
7088,train,4
4295,train,2
1032,train,4
730,train,2
2953,train,4
7126,train,4
3753,train,2
7668,train,-1
678,train,4
6913,train,4
4284,train,4
6008,train,4
3260,train,4
2026,train,2
1146,train,4
1017,train,4
6980,train,4
6431,train,3
4724,train,4
2087,train,2
5133,train,0
7737,train,4
2456,train,2
3448,train,4
1566,train,2
1567,train,4
6096,train,2
3780,train,2
6244,train,2
4854,train,4
2902,train,2
2681,train,4
6323,train,4
6846,train,4
165,train,4
6783,train,4
4485,train,2
36,train,4
4909,train,4
2960,train,2
1878,train,4
3261,train,2
5688,train,4
2121,train,4
6002,train,0
1724,train,4
5638,train,2
7472,train,3
6671,train,4
7557,train,4
1436,train,4
2761,train,2
5675,train,4
7594,train,4
4771,train,4
4060,train,2
1756,train,4
6365,train,4
6355,train,4
4772,train,2
4627,train,4
1829,train,2
5439,train,4
5799,train,2
1387,train,4
5778,train,2
1335,train,2
7363,train,3
4494,train,4
4302,train,4
6371,train,4
38,train,4
1723,train,4
6579,train,3
1777,train,1
5367,train,4
5359,train,2
7156,train,2
5561,train,4
2403,train,4
940,train,4
6463,train,2
7452,train,4
538,train,4
1916,train,4
3986,train,2
2353,train,4
4553,train,2
1111,train,2
2729,train,4
1925,train,4
4950,train,2
4944,train,4
1135,train,2
5244,train,4
4783,train,4
2570,train,4
1950,train,4
1309,train,2
4596,train,2
862,train,2
4975,train,2
7176,train,2
3939,train,4
6837,train,3
5444,train,2
3218,train,2
7129,train,3
2359,train,2
3796,train,4
567,train,4
2931,train,4
3846,train,4
1143,train,4
4584,train,4
4069,train,4
6615,train,4
6569,train,3
810,train,4
4905,train,4
2033,train,4
7183,train,4
1086,train,2
6839,train,4
5629,train,2
7629,train,3
6053,train,2
7624,train,2
5893,train,2
2281,train,4
3272,train,4
4942,train,4
6450,train,3
3247,train,4
4963,train,2
4579,train,1
4081,train,4
4554,train,2
5353,train,4
2436,train,4
5418,train,4
5479,train,2
6909,train,3
3989,train,2
3614,train,4
3015,train,2
7593,train,4
4129,train,4
4573,train,4
5224,train,2
4323,train,2
7573,train,2
2197,train,4
5550,train,2
1876,train,2
1571,train,2
3262,train,2
7133,train,3
869,train,4
1768,train,4
8020,train,4
2289,train,4
2421,train,4
4540,train,4
68,train,4
1881,train,2
1904,train,2
5802,train,4
2696,train,4
2954,train,4
73,train,-1
2821,train,4
6218,train,4
330,train,2
2580,train,4
5210,train,4
7696,train,4
5717,train,4
5738,train,2
3116,train,4
2447,train,2
2626,train,2
3696,train,4
1125,train,4
6131,train,4
3871,train,4
1732,train,4
1539,train,2
316,train,4
3,train,2
7178,train,2
7116,train,2
1662,train,4
4699,train,4
5234,train,4
3027,train,4
3382,train,2
3654,train,4
2014,train,4
2928,train,0
5300,train,4
107,train,4
3422,train,4
3652,train,4
6160,train,4
4852,train,2
5832,train,4
7662,train,3
1610,train,2
7673,train,4
2640,train,2
7070,train,3
7102,train,4
3047,train,4
3021,train,2
1522,train,4
4951,train,4
4330,train,2
3579,train,2
2090,train,2
5937,train,2
2516,train,2
2781,train,2
1586,train,2
5342,train,4
6054,train,2
4029,train,4
6169,train,4
8041,train,3
4269,train,2
1859,train,4
758,train,4
4981,train,2
7860,train,3
1368,train,4
826,train,2
561,train,2
7881,train,4
288,train,4
5953,train,2
3878,train,2
6109,train,2
2237,train,4
3905,train,2
4972,train,2
6586,train,4
663,train,4
6762,train,4
515,train,4
4613,train,4
6703,train,2
3373,train,4
525,train,4
1356,train,4
1460,train,4
460,train,4
620,train,4
917,train,2
3876,train,4
7329,train,2
5454,train,2
1596,train,4
3655,train,4
7290,train,4
2461,train,2
3437,train,2
6825,train,4
476,train,4
4692,train,2
1072,train,2
1437,train,2
606,train,2
2188,train,4
2755,train,2
7975,train,-1
26,train,4
5243,train,4
7538,train,4
7053,train,3
7637,train,4
6951,train,4
705,train,4
352,train,4
2282,train,2
6691,train,3
2168,train,4
4270,train,4
5041,train,4
2263,train,4
7581,train,3
1194,train,4
2788,train,2
763,train,2
1809,train,4
4606,train,4
7161,train,2
4999,train,4
5728,train,4
1408,train,4
1615,train,2
2884,train,2
7693,train,4
277,train,4
1222,train,0
656,train,4
747,train,4
6607,train,0
3473,train,4
762,train,2
1379,train,4
2008,train,4
5700,train,4
7444,train,2
2958,train,4
7772,train,3
7240,train,2
2151,train,4
4781,train,4
2324,train,2
5883,train,0
4609,train,4
2867,train,4
3331,train,4
5840,train,4
3430,train,4
662,train,4
411,train,4
2556,train,4
7219,train,4
2883,train,2
5625,train,1
6395,train,2
5857,train,4
4429,train,2
4886,train,2
204,train,4
6861,train,4
336,train,4
221,train,4
6092,train,4
8101,train,4
6324,train,4
7328,train,-1
5974,train,2
5906,train,4
5804,train,4
7679,train,0
6694,train,2
7393,train,2
2009,train,4
6061,train,2
5227,train,2
4050,train,2
2889,train,4
7349,train,2
4286,train,4
935,train,2
7134,train,3
8086,train,4
3359,train,4
7029,train,4
7529,train,4
6009,train,4
5939,train,1
778,train,1
1496,train,4
5121,train,4
5047,train,4
7839,train,4
197,train,2
2536,train,4
6847,train,2
5287,train,2
5399,train,-1
363,train,4
5716,train,2
6794,train,3
3928,train,2
6098,train,2
301,train,4
53,train,4
5945,train,4
7198,train,3
1346,train,2
5421,train,4
2635,train,4
3526,train,4
7068,train,3
3036,train,4
6451,train,0
1362,train,4
3257,train,4
870,train,4
5426,train,2
3893,train,4
6068,train,2
4414,train,4
1182,train,4
328,train,2
1418,train,2
6220,train,4
3962,train,4
5910,train,4
3077,train,4
1140,train,2
2661,train,2
3235,train,2
6292,train,2
6781,train,4
2625,train,4
3993,train,2
4152,train,2
6436,train,4
7492,train,4
7689,train,2
5024,train,2
6995,train,2
845,train,2
5770,train,4
3912,train,2
4834,train,2
2468,train,4
7301,train,4
2474,train,2
445,train,4
4936,train,4
1019,train,4
4888,train,2
5242,train,2
1432,train,4
7605,train,4
4026,train,4
5059,train,2
5229,train,4
1148,train,0
2472,train,4
2636,train,2
7577,train,4
5648,train,2
6977,train,4
7985,train,4
1752,train,4
7310,train,3
2427,train,2
6889,train,3
7947,train,2
4402,train,2
7239,train,3
7061,train,2
6819,train,4
1370,train,4
7568,train,4
1456,train,4
3710,train,2
6670,train,4
5415,train,0
5705,train,4
1011,train,2
159,train,4
8070,train,2
2480,train,4
7150,train,4
1770,train,4
7781,train,2
4194,train,4
1529,train,4
649,train,2
3920,train,2
3824,train,4
1825,train,4
1608,train,4
7080,train,4
1763,train,4
4790,train,4
351,train,4
324,train,4
2887,train,4
867,train,4
4829,train,1
7060,train,3
2487,train,2
2149,train,2
7143,train,4
2441,train,4
6021,train,2
7168,train,0
646,train,2
3412,train,4
4746,train,2
7615,train,4
3833,train,2
3559,train,4
7545,train,2
612,train,4
1629,train,2
2292,train,2
6622,train,3
6772,train,4
4076,train,4
4213,train,4
6642,train,2
2808,train,4
1535,train,4
1577,train,2
108,train,4
5634,train,4
3667,train,4
7647,train,2
6212,train,2
3238,train,4
4128,train,4
2196,train,4
1912,train,4
6775,train,2
6204,train,2
2648,train,4
4988,train,4
1519,train,2
7604,train,2
553,train,2
7550,train,3
818,train,4
4445,train,4
5138,train,4
3975,train,4
1399,train,2
1836,train,2
6826,train,2
4309,train,4
1919,train,4
3352,train,2
6200,train,3
644,train,4
4948,train,4
2630,train,2
3283,train,4
2091,train,4
6933,train,4
665,train,4
296,train,4
6690,train,0
2134,train,4
1659,train,4
1866,train,4
7057,train,2
4206,train,4
6361,train,2
1283,train,4
1939,train,2
6696,train,2
7229,train,2
7181,train,2
7614,train,4
3602,train,4
7864,train,0
2295,train,0
3804,train,4
46,train,2
7862,train,3
8108,train,3
6018,train,2
6584,train,1
1704,train,4
7692,train,3
1816,train,4
5070,train,4
4571,train,4
7195,train,4
8079,train,4
740,train,1
7757,train,2
7935,train,0
7674,train,4
4361,train,2
6047,train,2
1811,train,4
7404,train,3
4503,train,4
391,train,4
2535,train,4
5719,train,4
5115,train,4
3697,train,4
1810,train,2
4603,train,4
1104,train,4
3549,train,4
6915,train,4
5438,train,4
5740,train,2
6962,train,4
4701,train,2
3131,train,2
6133,train,4
5410,train,4
3415,train,2
2720,train,4
5350,train,4
5867,train,2
6634,train,4
1958,train,2
3687,train,4
6445,train,2
5788,train,4
258,train,4
6060,train,4
5548,train,2
2564,train,4
5784,train,4
692,train,4
8085,train,4
5166,train,2
1619,train,2
3114,train,2
7732,train,4
1907,train,2
8065,train,4
4179,train,4
7321,train,2
4651,train,4
704,train,2
4484,train,4
672,train,4
6645,train,2
7307,train,2
1380,train,4
5998,train,2
7764,train,4
5978,train,2
18,train,4
6935,train,2
4041,train,2
3503,train,2
1568,train,4
8028,train,-1
5303,train,4
5053,train,2
192,train,4
263,train,4
5469,train,2
4534,train,4
7480,train,4
7974,train,4
7130,train,2
4311,train,4
3633,train,4
6297,train,4
6866,train,4
3694,train,4
6342,train,3
6194,train,4
5508,train,0
3574,train,2
3159,train,4
1014,train,4
3556,train,4
5004,train,4
4280,train,2
2424,train,4
4456,train,4
1833,train,4
7267,train,4
7169,train,4
2167,train,2
4927,train,4
4207,train,4
802,train,2
1787,train,2
6318,train,4
921,train,2
3883,train,4
7607,train,4
3220,train,2
6594,train,4
6339,train,2
2795,train,4
4938,train,2
2293,train,4
4641,train,4
4974,train,2
3177,train,4
7813,train,4
3765,train,1
7551,train,3
4107,train,2
1606,train,4
3819,train,4
7933,train,2
5781,train,4
2364,train,2
6697,train,2
5122,train,-1
7628,train,2
4185,train,2
7489,train,0
2020,train,4
3613,train,2
4706,train,2
5382,train,4
1196,train,4
2504,train,2
3568,train,2
4470,train,4
4658,train,4
4078,train,2
7045,train,4
3374,train,4
8049,train,3
269,train,2
6210,train,4
151,train,2
5480,train,2
3915,train,2
1401,train,4
2492,train,4
6549,train,3
3542,train,4
4420,train,4
6566,train,2
7125,train,4
2612,train,2
3550,train,4
5622,train,2
2505,train,4
4861,train,2
7941,train,4
7854,train,3
7897,train,4
728,train,2
3646,train,2
655,train,4
6456,train,2
6841,train,4
4520,train,4
3043,train,4
2163,train,4
7874,train,4
3718,train,2
5602,train,4
6474,train,2
8040,train,3
6512,train,3
4541,train,4
7241,train,3
2557,train,4
630,train,4
3069,train,2
7008,train,2
3933,train,4
5571,train,4
4239,train,4
3188,train,4
3715,train,2
504,train,4
6737,train,2
3892,train,2
1342,train,4
1748,train,2
4398,train,4
3864,train,4
5470,train,4
279,train,4
3659,train,2
3492,train,2
2982,train,4
627,train,1
1264,train,4
4079,train,2
6639,train,3
1088,train,4
4176,train,4
233,train,4
1043,train,2
423,train,4
1400,train,1
6967,train,1
5456,train,4
7382,train,2
2724,train,2
4536,train,4
6667,train,3
6869,train,2
2772,train,2
5861,train,2
2691,train,4
5232,train,4
1655,train,4
373,train,2
2782,train,4
4968,train,2
1828,train,2
3857,train,4
4849,train,2
3093,train,4
5536,train,2
242,train,4
1248,train,4
3586,train,4
8,train,2
142,train,4
3345,train,2
899,train,4
12,train,4
2355,train,2
1779,train,4
4924,train,2
428,train,2
2045,train,4
4915,train,4
455,train,4
5573,train,4
6525,train,4
2229,train,4
8057,train,4
7217,train,2
6402,train,3
5468,train,2
4875,train,4
5049,train,4
2896,train,2
3045,train,-1
